"FREQUENCY","cellid","lat","lon"
"1.8GHz(20M)","1-26512-5",37.5794,127.048043
"2.1GHz(20M)","1-26512-6",37.581333,127.044536
"2.1GHz(20M)","1-26512-7",37.586667,127.049086
"2.1GHz(20M)","1-26512-8",37.571867,127.048732
"2.1GHz(20M)","1-26512-8",37.5794,127.048043
"800MHz","1-26512-9",37.571867,127.048732
"800MHz","1-26513-0",37.581917,127.042725
"800MHz","1-26513-1",37.5775,127.04455
"800MHz","1-26513-10",37.579817,127.041611
"800MHz","1-26513-11",37.576667,127.041139
"1.8GHz(20M)","1-26513-12",37.5775,127.04455
"1.8GHz(20M)","1-26513-13",37.579817,127.041611
"1.8GHz(20M)","1-26513-14",37.580733,127.041363
"2.1GHz(20M)","1-26513-15",37.5775,127.04455
"2.1GHz(20M)","1-26513-17",37.580733,127.041363
"800MHz","1-26513-2",37.5775,127.04455
"1.8GHz(20M)","1-26513-3",37.581917,127.042725
"1.8GHz(20M)","1-26513-4",37.5775,127.04455
"1.8GHz(20M)","1-26513-5",37.5775,127.04455
"2.1GHz(20M)","1-26513-6",37.581917,127.042725
"2.1GHz(20M)","1-26513-7",37.5775,127.04455
"2.1GHz(20M)","1-26513-8",37.5775,127.044272
"800MHz","1-26513-9",37.5775,127.04455
"800MHz","1-26514-0",37.5725,127.047828
"800MHz","1-26514-1",37.578667,127.047169
"800MHz","1-26514-10",37.589167,127.041633
"800MHz","1-26514-11",37.572167,127.046986
"1.8GHz(20M)","1-26514-12",37.571533,127.049004
"1.8GHz(20M)","1-26514-13",37.589167,127.041633
"1.8GHz(20M)","1-26514-14",37.572167,127.046986
"2.1GHz(20M)","1-26514-15",37.571533,127.049004
"2.1GHz(20M)","1-26514-16",37.589167,127.041633
"2.1GHz(20M)","1-26514-17",37.572167,127.046986
"800MHz","1-26514-2",37.58,127.0469
"1.8GHz(20M)","1-26514-3",37.571533,127.049004
"1.8GHz(20M)","1-26514-4",37.578667,127.047169
"1.8GHz(20M)","1-26514-5",37.58,127.046344
"2.1GHz(20M)","1-26514-6",37.571533,127.049004
"2.1GHz(20M)","1-26514-7",37.578667,127.047169
"2.1GHz(20M)","1-26514-8",37.58,127.046344
"800MHz","1-26514-9",37.571533,127.049004
"800MHz","1-26515-0",37.574017,127.039974
"800MHz","1-26515-1",37.580333,127.037067
"800MHz","1-26515-10",37.5775,127.037928
"800MHz","1-26515-11",37.5775,127.037928
"1.8GHz(20M)","1-26515-12",37.580667,127.040817
"1.8GHz(20M)","1-26515-13",37.5775,127.037928
"1.8GHz(20M)","1-26515-14",37.5775,127.037928
"2.1GHz(20M)","1-26515-15",37.580667,127.040817
"2.1GHz(20M)","1-26515-16",37.5775,127.037928
"2.1GHz(20M)","1-26515-17",37.5775,127.037928
"800MHz","1-26515-2",37.5775,127.037928
"1.8GHz(20M)","1-26515-3",37.574017,127.039974
"1.8GHz(20M)","1-26515-4",37.580333,127.037067
"1.8GHz(20M)","1-26515-5",37.5775,127.037928
"2.1GHz(20M)","1-26515-7",37.580333,127.037067
"2.1GHz(20M)","1-26515-8",37.5775,127.037928
"800MHz","1-26515-9",37.580667,127.040817
"800MHz","1-26516-0",37.5705,127.032714
"800MHz","1-26516-1",37.5795,127.033997
"800MHz","1-26516-11",37.575767,127.033846
"1.8GHz(20M)","1-26516-12",37.575883,127.030089
"1.8GHz(20M)","1-26516-14",37.575767,127.033846
"800MHz","1-26516-2",37.582817,127.034426
"1.8GHz(20M)","1-26516-3",37.5705,127.032714
"1.8GHz(20M)","1-26516-4",37.5795,127.033997
"1.8GHz(20M)","1-26516-4",37.581917,127.032446
"1.8GHz(20M)","1-26516-5",37.582817,127.034426
"2.1GHz(20M)","1-26516-7",37.5795,127.033997
"2.1GHz(20M)","1-26516-8",37.582817,127.034426
"800MHz","1-26516-9",37.575883,127.030089
"800MHz","1-26517-0",37.582667,127.030214
"800MHz","1-26517-1",37.582667,127.028667
"800MHz","1-26517-10",37.573833,127.028786
"1.8GHz(20M)","1-26517-12",37.569833,127.029156
"1.8GHz(20M)","1-26517-13",37.567117,127.028916
"2.1GHz(20M)","1-26517-15",37.573833,127.028786
"2.1GHz(20M)","1-26517-16",37.573833,127.028786
"1.8GHz(20M)","1-26517-3",37.582667,127.030214
"1.8GHz(20M)","1-26517-4",37.569833,127.029156
"2.1GHz(20M)","1-26517-6",37.582667,127.030214
"2.1GHz(20M)","1-26517-7",37.573833,127.028786
"800MHz","1-26517-9",37.573833,127.028786
"800MHz","1-26518-0",37.582,127.036844
"800MHz","1-26518-1",37.57705,127.024483
"800MHz","1-26518-10",37.581333,127.02375
"800MHz","1-26518-11",37.581333,127.02375
"1.8GHz(20M)","1-26518-12",37.574667,127.026292
"1.8GHz(20M)","1-26518-13",37.581333,127.02375
"1.8GHz(20M)","1-26518-14",37.581333,127.02375
"2.1GHz(20M)","1-26518-15",37.574667,127.026292
"2.1GHz(20M)","1-26518-16",37.581333,127.02375
"2.1GHz(20M)","1-26518-17",37.581333,127.02375
"800MHz","1-26518-2",37.573667,127.040867
"1.8GHz(20M)","1-26518-3",37.5685,127.036628
"1.8GHz(20M)","1-26518-4",37.57705,127.024483
"1.8GHz(20M)","1-26518-5",37.573667,127.040867
"2.1GHz(20M)","1-26518-6",37.5685,127.036628
"2.1GHz(20M)","1-26518-7",37.57705,127.024483
"800MHz","1-26518-9",37.574667,127.026292
"800MHz","1-26519-0",37.571467,127.028117
"800MHz","1-26519-1",37.568383,127.030063
"800MHz","1-26519-10",37.568383,127.030063
"800MHz","1-26519-11",37.567167,127.025683
"1.8GHz(20M)","1-26519-12",37.568383,127.030063
"1.8GHz(20M)","1-26519-13",37.568383,127.030063
"1.8GHz(20M)","1-26519-14",37.567167,127.025683
"2.1GHz(20M)","1-26519-15",37.568383,127.030063
"2.1GHz(20M)","1-26519-16",37.568383,127.030063
"800MHz","1-26519-2",37.570833,127.032461
"800MHz","1-26519-2",37.58,127.030769
"1.8GHz(20M)","1-26519-3",37.571467,127.028117
"1.8GHz(20M)","1-26519-4",37.568383,127.030063
"1.8GHz(20M)","1-26519-5",37.58,127.031047
"1.8GHz(20M)","1-26519-5",37.570833,127.032461
"2.1GHz(20M)","1-26519-6",37.571467,127.028117
"2.1GHz(20M)","1-26519-7",37.568383,127.030063
"2.1GHz(20M)","1-26519-8",37.58,127.031047
"2.1GHz(20M)","1-26519-8",37.570833,127.032461
"800MHz","1-26519-9",37.579,127.030167
"800MHz","1-26520-0",37.569667,127.026894
"800MHz","1-26520-1",37.574667,127.025875
"800MHz","1-26520-10",37.578833,127.028168
"800MHz","1-26520-11",37.571,127.029481
"1.8GHz(20M)","1-26520-12",37.568333,127.029028
"1.8GHz(20M)","1-26520-13",37.578833,127.028168
"1.8GHz(20M)","1-26520-14",37.571083,127.029481
"2.1GHz(20M)","1-26520-15",37.568333,127.029028
"2.1GHz(20M)","1-26520-16",37.578833,127.028168
"2.1GHz(20M)","1-26520-17",37.571083,127.029481
"800MHz","1-26520-2",37.571,127.029478
"1.8GHz(20M)","1-26520-3",37.569667,127.026894
"1.8GHz(20M)","1-26520-4",37.574667,127.025875
"1.8GHz(20M)","1-26520-5",37.571083,127.029481
"2.1GHz(20M)","1-26520-6",37.569667,127.026894
"2.1GHz(20M)","1-26520-7",37.574667,127.025875
"2.1GHz(20M)","1-26520-8",37.571083,127.029481
"800MHz","1-26520-9",37.568333,127.029028
"800MHz","1-26521-0",37.59825,127.048578
"800MHz","1-26521-1",37.598333,127.049094
"800MHz","1-26521-10",37.589,127.049936
"800MHz","1-26521-11",37.599,127.050492
"1.8GHz(20M)","1-26521-12",37.598333,127.049094
"1.8GHz(20M)","1-26521-13",37.589,127.049936
"1.8GHz(20M)","1-26521-14",37.593567,127.051563
"2.1GHz(20M)","1-26521-15",37.598333,127.049094
"2.1GHz(20M)","1-26521-16",37.589,127.049936
"2.1GHz(20M)","1-26521-17",37.599,127.050492
"800MHz","1-26521-2",37.595833,127.051156
"1.8GHz(20M)","1-26521-3",37.59825,127.048578
"1.8GHz(20M)","1-26521-4",37.598333,127.049094
"1.8GHz(20M)","1-26521-5",37.595833,127.051156
"2.1GHz(20M)","1-26521-7",37.598333,127.049094
"2.1GHz(20M)","1-26521-8",37.595833,127.051156
"800MHz","1-26521-9",37.598333,127.049094
"800MHz","1-26522-0",37.593167,127.054831
"800MHz","1-26522-1",37.587767,127.053944
"800MHz","1-26522-10",37.570467,127.048028
"800MHz","1-26522-11",37.598667,127.054025
"1.8GHz(20M)","1-26522-12",37.593567,127.051563
"1.8GHz(20M)","1-26522-13",37.570467,127.048028
"1.8GHz(20M)","1-26522-14",37.598667,127.054025
"2.1GHz(20M)","1-26522-15",37.592,127.051531
"800MHz","1-26522-2",37.576333,127.041458
"1.8GHz(20M)","1-26522-3",37.593167,127.054831
"1.8GHz(20M)","1-26522-4",37.587767,127.053944
"1.8GHz(20M)","1-26522-5",37.576333,127.041458
"2.1GHz(20M)","1-26522-7",37.587767,127.053944
"2.1GHz(20M)","1-26522-8",37.576333,127.041458
"800MHz","1-26522-9",37.592,127.051531
"800MHz","1-26538-0",37.581333,127.02375
"800MHz","1-26538-1",37.566667,127.030834
"800MHz","1-26538-10",37.573617,127.028304
"800MHz","1-26538-11",37.660333,127.019025
"1.8GHz(20M)","1-26538-12",37.577183,127.026459
"1.8GHz(20M)","1-26538-13",37.573617,127.028304
"1.8GHz(20M)","1-26538-14",37.660333,127.019025
"2.1GHz(20M)","1-26538-17",37.660333,127.019025
"800MHz","1-26538-2",37.660333,127.019025
"1.8GHz(20M)","1-26538-3",37.581333,127.02375
"1.8GHz(20M)","1-26538-4",37.566667,127.030834
"1.8GHz(20M)","1-26538-5",37.660333,127.019025
"2.1GHz(20M)","1-26538-6",37.581333,127.02375
"2.1GHz(20M)","1-26538-8",37.660333,127.019025
"800MHz","1-26538-9",37.577183,127.026459
"800MHz","1-26539-0",37.5775,127.024381
"800MHz","1-26539-1",37.577633,127.022819
"800MHz","1-26539-10",37.569267,127.022673
"800MHz","1-26539-11",37.569167,127.027695
"1.8GHz(20M)","1-26539-12",37.578333,127.023867
"1.8GHz(20M)","1-26539-13",37.569267,127.022673
"1.8GHz(20M)","1-26539-14",37.569167,127.027695
"2.1GHz(20M)","1-26539-15",37.578333,127.023867
"2.1GHz(20M)","1-26539-17",37.568683,127.027695
"800MHz","1-26539-2",37.5814,127.027194
"1.8GHz(20M)","1-26539-3",37.5775,127.024381
"1.8GHz(20M)","1-26539-4",37.577633,127.022819
"1.8GHz(20M)","1-26539-5",37.5814,127.027471
"2.1GHz(20M)","1-26539-6",37.5775,127.024381
"2.1GHz(20M)","1-26539-7",37.577633,127.022819
"2.1GHz(20M)","1-26539-8",37.5814,127.027471
"800MHz","1-26539-9",37.578333,127.023867
"800MHz","1-26540-0",37.593333,127.047222
"800MHz","1-26540-1",37.59445,127.04222
"800MHz","1-26540-10",37.59665,127.04073
"800MHz","1-26540-11",37.595,127.043833
"1.8GHz(20M)","1-26540-12",37.588017,127.046192
"1.8GHz(20M)","1-26540-13",37.59665,127.04073
"1.8GHz(20M)","1-26540-14",37.595,127.043833
"2.1GHz(20M)","1-26540-16",37.59665,127.04073
"800MHz","1-26540-2",37.593933,127.047631
"1.8GHz(20M)","1-26540-3",37.593333,127.046111
"1.8GHz(20M)","1-26540-4",37.59445,127.04222
"1.8GHz(20M)","1-26540-5",37.593933,127.046519
"800MHz","1-26540-9",37.588017,127.046192
"800MHz","1-26541-0",37.59865,127.048293
"800MHz","1-26541-1",37.598683,127.063727
"800MHz","1-26541-10",37.59205,127.068106
"800MHz","1-26541-11",37.592667,127.067483
"1.8GHz(20M)","1-26541-12",37.587833,127.064875
"1.8GHz(20M)","1-26541-13",37.59205,127.068106
"1.8GHz(20M)","1-26541-14",37.583333,127.067222
"2.1GHz(20M)","1-26541-15",37.587833,127.064875
"2.1GHz(20M)","1-26541-17",37.583333,127.067222
"800MHz","1-26541-2",37.594583,127.065373
"1.8GHz(20M)","1-26541-3",37.59865,127.048293
"1.8GHz(20M)","1-26541-4",37.598683,127.063727
"1.8GHz(20M)","1-26541-5",37.594583,127.065373
"2.1GHz(20M)","1-26541-8",37.594583,127.065373
"800MHz","1-26541-9",37.587833,127.064875
"800MHz","1-26542-0",37.60425,127.05764
"800MHz","1-26542-1",37.589333,127.059861
"800MHz","1-26542-10",37.608,127.059858
"800MHz","1-26542-11",37.586833,127.056025
"1.8GHz(20M)","1-26542-12",37.615,127.054914
"1.8GHz(20M)","1-26542-13",37.608,127.059858
"1.8GHz(20M)","1-26542-14",37.586833,127.056025
"2.1GHz(20M)","1-26542-16",37.608,127.059858
"2.1GHz(20M)","1-26542-17",37.586833,127.056025
"800MHz","1-26542-2",37.5851,127.057385
"800MHz","1-26542-2",37.599,127.057369
"1.8GHz(20M)","1-26542-3",37.60425,127.05764
"1.8GHz(20M)","1-26542-4",37.589333,127.059861
"1.8GHz(20M)","1-26542-5",37.596667,127.057369
"1.8GHz(20M)","1-26542-5",37.5851,127.057385
"2.1GHz(20M)","1-26542-7",37.589333,127.059861
"2.1GHz(20M)","1-26542-8",37.58535,127.057401
"800MHz","1-26542-9",37.615,127.054914
"800MHz","1-26543-0",37.596667,127.065056
"800MHz","1-26543-1",37.577567,127.030818
"800MHz","1-26543-10",37.596667,127.060947
"800MHz","1-26543-11",37.585,127.0676
"1.8GHz(20M)","1-26543-12",37.597833,127.068822
"1.8GHz(20M)","1-26543-13",37.598333,127.060947
"1.8GHz(20M)","1-26543-14",37.596667,127.067622
"2.1GHz(20M)","1-26543-15",37.597833,127.068822
"2.1GHz(20M)","1-26543-16",37.598333,127.060947
"2.1GHz(20M)","1-26543-17",37.596667,127.067622
"800MHz","1-26543-2",37.595667,127.067556
"1.8GHz(20M)","1-26543-3",37.596667,127.065083
"1.8GHz(20M)","1-26543-4",37.577567,127.030818
"1.8GHz(20M)","1-26543-5",37.595667,127.067556
"2.1GHz(20M)","1-26543-6",37.5967,127.065089
"2.1GHz(20M)","1-26543-8",37.595667,127.067556
"800MHz","1-26543-9",37.596,127.068836
"800MHz","1-26544-1",37.5667,127.047522
"800MHz","1-26544-10",37.593883,127.058279
"800MHz","1-26544-11",37.5887,127.048827
"1.8GHz(20M)","1-26544-12",37.5676,127.041676
"1.8GHz(20M)","1-26544-14",37.591933,127.038026
"1.8GHz(20M)","1-26544-15",37.591933,127.038026
"1.8GHz(20M)","1-26544-16",37.59575,127.058707
"1.8GHz(20M)","1-26544-17",37.566033,127.064159
"800MHz","1-26544-18",37.5676,127.041676
"800MHz","1-26544-2",37.591933,127.038026
"800MHz","1-26544-20",37.591933,127.038026
"800MHz","1-26544-27",37.591933,127.038026
"800MHz","1-26544-28",37.59575,127.058707
"800MHz","1-26544-29",37.566033,127.064159
"1.8GHz(20M)","1-26544-3",37.607833,127.071258
"1.8GHz(20M)","1-26544-4",37.5667,127.047522
"1.8GHz(20M)","1-26544-5",37.566033,127.064159
"1.8GHz(20M)","1-26544-6",37.591933,127.038026
"1.8GHz(20M)","1-26544-7",37.593883,127.058279
"1.8GHz(20M)","1-26544-8",37.586433,127.049123
"1.8GHz(20M)","1-26544-8",37.586433,127.048846
"1.8GHz(20M)","1-26544-8",37.586433,127.049401
"1.8GHz(20M)","1-26544-8",37.586433,127.048846
"800MHz","1-26544-9",37.591933,127.038026
"800MHz","1-26545-0",37.593233,127.064448
"800MHz","1-26545-10",37.591933,127.038026
"800MHz","1-26545-11",37.568483,127.033953
"1.8GHz(20M)","1-26545-12",37.59045,127.076821
"1.8GHz(20M)","1-26545-13",37.591933,127.038026
"1.8GHz(20M)","1-26545-16",37.566033,127.064159
"1.8GHz(20M)","1-26545-17",37.588167,127.067569
"800MHz","1-26545-18",37.59045,127.076821
"800MHz","1-26545-19",37.591933,127.038026
"800MHz","1-26545-20",37.582417,127.030933
"800MHz","1-26545-28",37.566033,127.064159
"800MHz","1-26545-29",37.588167,127.067569
"1.8GHz(20M)","1-26545-3",37.593233,127.064448
"1.8GHz(20M)","1-26545-6",37.58455,127.044462
"1.8GHz(20M)","1-26545-7",37.591933,127.038026
"1.8GHz(20M)","1-26545-8",37.568483,127.033953
"800MHz","1-26545-9",37.58455,127.044462
"800MHz","1-26546-0",37.566033,127.064159
"800MHz","1-26546-1",37.566033,127.064159
"800MHz","1-26546-10",37.574,127.026184
"1.8GHz(20M)","1-26546-12",37.566033,127.064159
"1.8GHz(20M)","1-26546-13",37.566833,126.998079
"1.8GHz(20M)","1-26546-16",37.574783,127.038858
"1.8GHz(20M)","1-26546-17",37.578133,127.036512
"800MHz","1-26546-18",37.566033,127.064159
"800MHz","1-26546-19",37.566833,126.998079
"800MHz","1-26546-2",37.5674,127.026184
"800MHz","1-26546-27",37.568717,127.03769
"800MHz","1-26546-28",37.574783,127.038858
"800MHz","1-26546-29",37.578133,127.036512
"1.8GHz(20M)","1-26546-4",37.566033,127.064159
"1.8GHz(20M)","1-26546-7",37.574,127.026184
"800MHz","1-26547-0",37.591517,127.058569
"800MHz","1-26547-1",37.592017,127.060146
"800MHz","1-26547-10",37.599,127.058922
"800MHz","1-26547-11",37.5955,127.058844
"1.8GHz(20M)","1-26547-12",37.591517,127.058569
"1.8GHz(20M)","1-26547-13",37.599,127.058922
"1.8GHz(20M)","1-26547-14",37.5955,127.058844
"2.1GHz(20M)","1-26547-15",37.591517,127.058569
"2.1GHz(20M)","1-26547-17",37.595533,127.058845
"800MHz","1-26547-2",37.591517,127.058569
"1.8GHz(20M)","1-26547-3",37.591517,127.058569
"1.8GHz(20M)","1-26547-4",37.592017,127.060146
"1.8GHz(20M)","1-26547-5",37.591517,127.058569
"2.1GHz(20M)","1-26547-6",37.591517,127.058569
"2.1GHz(20M)","1-26547-7",37.592017,127.060146
"800MHz","1-26547-9",37.591517,127.058569
"800MHz","1-26573-0",37.585667,127.093486
"800MHz","1-26573-1",37.595,127.082692
"800MHz","1-26573-10",37.594833,127.101456
"1.8GHz(20M)","1-26573-12",37.583417,127.081112
"1.8GHz(20M)","1-26573-13",37.594833,127.101456
"800MHz","1-26573-2",37.593167,127.100742
"1.8GHz(20M)","1-26573-3",37.585667,127.093486
"1.8GHz(20M)","1-26573-4",37.595,127.082692
"1.8GHz(20M)","1-26573-5",37.593167,127.100742
"2.1GHz(20M)","1-26573-8",37.593233,127.100743
"800MHz","1-26573-9",37.583417,127.081112
"800MHz","1-26574-0",37.577333,127.090389
"800MHz","1-26574-1",37.574167,127.086003
"800MHz","1-26574-10",37.5777,127.085792
"800MHz","1-26574-11",37.593767,127.091394
"1.8GHz(20M)","1-26574-12",37.56675,127.093335
"1.8GHz(20M)","1-26574-13",37.5777,127.085792
"1.8GHz(20M)","1-26574-14",37.593767,127.091394
"2.1GHz(20M)","1-26574-16",37.5777,127.085792
"800MHz","1-26574-2",37.572,127.087108
"1.8GHz(20M)","1-26574-3",37.577333,127.090389
"1.8GHz(20M)","1-26574-4",37.574167,127.086003
"1.8GHz(20M)","1-26574-5",37.572,127.087108
"2.1GHz(20M)","1-26574-6",37.577333,127.090389
"2.1GHz(20M)","1-26574-7",37.574167,127.086003
"2.1GHz(20M)","1-26574-8",37.572,127.087108
"800MHz","1-26574-9",37.56675,127.093335
"800MHz","1-26575-0",37.604667,127.084958
"800MHz","1-26575-1",37.607667,127.098197
"800MHz","1-26575-10",37.614667,127.079708
"800MHz","1-26575-11",37.610483,127.103581
"1.8GHz(20M)","1-26575-12",37.614667,127.079708
"1.8GHz(20M)","1-26575-13",37.614667,127.079708
"1.8GHz(20M)","1-26575-14",37.610483,127.103581
"2.1GHz(20M)","1-26575-15",37.614667,127.079431
"2.1GHz(20M)","1-26575-16",37.614667,127.079708
"2.1GHz(20M)","1-26575-17",37.610483,127.103581
"800MHz","1-26575-2",37.607633,127.100067
"1.8GHz(20M)","1-26575-3",37.604667,127.084958
"1.8GHz(20M)","1-26575-4",37.607667,127.098197
"1.8GHz(20M)","1-26575-5",37.607633,127.100067
"2.1GHz(20M)","1-26575-6",37.604667,127.084958
"2.1GHz(20M)","1-26575-7",37.607767,127.098198
"800MHz","1-26575-9",37.614667,127.079708
"800MHz","1-26757-0",37.603533,127.095748
"800MHz","1-26757-1",37.59045,127.076821
"800MHz","1-26757-10",37.584583,127.105812
"800MHz","1-26757-11",37.609167,127.097953
"1.8GHz(20M)","1-26757-12",37.607783,127.094336
"1.8GHz(20M)","1-26757-13",37.584583,127.105812
"1.8GHz(20M)","1-26757-14",37.609167,127.097953
"2.1GHz(20M)","1-26757-15",37.607783,127.094336
"2.1GHz(20M)","1-26757-17",37.60925,127.097954
"800MHz","1-26757-2",37.604983,127.099034
"1.8GHz(20M)","1-26757-3",37.603533,127.095748
"1.8GHz(20M)","1-26757-4",37.59045,127.076821
"1.8GHz(20M)","1-26757-5",37.604983,127.099034
"2.1GHz(20M)","1-26757-8",37.604983,127.099034
"800MHz","1-26757-9",37.607783,127.094336
"800MHz","1-27839-0",37.583083,127.035712
"800MHz","1-27839-1",37.596433,127.058629
"1.8GHz(20M)","1-27839-12",37.5785,127.032283
"1.8GHz(20M)","1-27839-13",37.59,127.040083
"2.1GHz(20M)","1-27839-15",37.5785,127.032283
"2.1GHz(20M)","1-27839-16",37.59,127.040083
"1.8GHz(20M)","1-27839-3",37.583083,127.035712
"1.8GHz(20M)","1-27839-4",37.596433,127.058629
"2.1GHz(20M)","1-27839-7",37.596433,127.058629
"800MHz","1-27839-9",37.5785,127.032283
"800MHz","1-27926-0",37.577933,127.060452
"800MHz","1-27926-1",37.581117,127.050298
"800MHz","1-27926-2",37.58165,127.050165
"1.8GHz(20M)","1-27926-3",37.577933,127.060452
"1.8GHz(20M)","1-27926-4",37.581117,127.050298
"1.8GHz(20M)","1-27926-5",37.58165,127.050165
"800MHz","1-27927-0",37.551017,127.060575
"1.8GHz(20M)","1-27927-14",37.566033,127.064159
"800MHz","1-27927-20",37.566033,127.064159
"800MHz","1-27928-0",37.57375,127.075111
"800MHz","1-27928-0",37.57375,127.075111
"800MHz","1-27928-10",37.5689,127.074977
"1.8GHz(20M)","1-27928-13",37.577233,127.068657
"800MHz","1-27928-18",37.57375,127.075111
"800MHz","1-27928-19",37.577233,127.068657
"1.8GHz(20M)","1-27928-3",37.57375,127.075111
"1.8GHz(20M)","1-27928-3",37.57375,127.075111
"1.8GHz(20M)","1-27928-3",37.57375,127.075111
"800MHz","1-27929-0",37.566033,127.064159
"800MHz","1-27929-1",37.5667,127.064724
"1.8GHz(20M)","1-27929-12",37.566767,127.066389
"1.8GHz(20M)","1-27929-14",37.553617,127.061104
"800MHz","1-27929-18",37.566767,127.066389
"800MHz","1-27929-2",37.5995,127.055556
"800MHz","1-27929-20",37.553617,127.061104
"1.8GHz(20M)","1-27929-3",37.566033,127.064159
"1.8GHz(20M)","1-27929-4",37.5667,127.064724
"800MHz","1-27930-0",37.570167,127.071892
"800MHz","1-27930-1",37.58,127.057077
"800MHz","1-27930-10",37.5788,127.057976
"1.8GHz(20M)","1-27930-12",37.556167,127.070686
"1.8GHz(20M)","1-27930-13",37.5788,127.057976
"1.8GHz(20M)","1-27930-3",37.569133,127.072158
"2.1GHz(20M)","1-27930-6",37.568833,127.072158
"800MHz","1-27930-9",37.556167,127.070686
"1.8GHz(20M)","1-27931-12",37.571917,127.067906
"1.8GHz(20M)","1-27931-13",37.559767,127.047272
"800MHz","1-27931-18",37.571917,127.067906
"800MHz","1-27931-19",37.559767,127.047272
"800MHz","1-27932-0",37.571583,127.064921
"800MHz","1-27932-10",37.565917,127.05765
"800MHz","1-27932-11",37.574833,127.049694
"1.8GHz(20M)","1-27932-12",37.57675,127.04942
"1.8GHz(20M)","1-27932-13",37.565917,127.05765
"1.8GHz(20M)","1-27932-14",37.574833,127.049694
"1.8GHz(20M)","1-27932-3",37.571583,127.064921
"800MHz","1-27932-9",37.574167,127.049606
"800MHz","1-27933-0",37.566783,127.050556
"800MHz","1-27933-1",37.55135,127.056415
"1.8GHz(20M)","1-27933-3",37.566783,127.050556
"800MHz","1-29424-1",37.585,127.055919
"1.8GHz(20M)","1-29424-11",37.585,127.055919
"1.8GHz(20M)","1-29424-12",37.585,127.055919
"1.8GHz(20M)","1-29424-14",37.585633,127.055209
"1.8GHz(20M)","1-29424-15",37.593,127.056942
"1.8GHz(20M)","1-29424-17",37.595633,127.051922
"1.8GHz(20M)","1-29424-18",37.5914,127.053692
"800MHz","1-29424-2",37.585,127.055919
"2.1GHz(20M)","1-29424-21",37.585,127.055919
"2.1GHz(20M)","1-29424-22",37.585,127.055919
"2.1GHz(20M)","1-29424-25",37.593,127.056942
"2.1GHz(20M)","1-29424-27",37.595633,127.051922
"2.1GHz(20M)","1-29424-28",37.5914,127.053692
"800MHz","1-29424-4",37.585633,127.055209
"2.6GHz","1-29424-41",37.58585,127.505934
"2.6GHz","1-29424-45",37.597333,127.056989
"2.6GHz","1-29424-47",37.595417,127.051935
"800MHz","1-29424-5",37.593,127.056942
"800MHz","1-29424-7",37.595633,127.051922
"800MHz","1-29424-8",37.5914,127.053692
"800MHz","1-29425-1",37.585833,127.054081
"1.8GHz(20M)","1-29425-11",37.585833,127.054081
"1.8GHz(20M)","1-29425-12",37.585833,127.054081
"1.8GHz(20M)","1-29425-14",37.586017,127.055699
"1.8GHz(20M)","1-29425-15",37.588583,127.056521
"1.8GHz(20M)","1-29425-17",37.588767,127.05833
"1.8GHz(20M)","1-29425-18",37.585933,127.058016
"800MHz","1-29425-2",37.585833,127.054081
"2.1GHz(20M)","1-29425-21",37.585833,127.054081
"2.1GHz(20M)","1-29425-22",37.585833,127.054081
"2.1GHz(20M)","1-29425-24",37.586017,127.055699
"2.1GHz(20M)","1-29425-25",37.588583,127.056521
"2.1GHz(20M)","1-29425-27",37.585933,127.058016
"2.1GHz(20M)","1-29425-28",37.585933,127.058016
"800MHz","1-29425-4",37.586017,127.055699
"2.6GHz","1-29425-41",37.592983,127.05411
"2.6GHz","1-29425-42",37.592983,127.05411
"2.6GHz","1-29425-44",37.588383,127.505471
"800MHz","1-29425-5",37.588583,127.056521
"800MHz","1-29425-7",37.585933,127.058016
"800MHz","1-29425-8",37.585933,127.058016
"800MHz","1-29426-1",37.595167,127.056225
"1.8GHz(20M)","1-29426-11",37.594283,127.056265
"1.8GHz(20M)","1-29426-12",37.58705,127.055009
"1.8GHz(20M)","1-29426-14",37.59375,127.057756
"1.8GHz(20M)","1-29426-15",37.594,127.053133
"1.8GHz(20M)","1-29426-17",37.587883,127.049843
"1.8GHz(20M)","1-29426-18",37.590833,127.050361
"800MHz","1-29426-2",37.58705,127.055009
"2.1GHz(20M)","1-29426-21",37.594283,127.056265
"2.1GHz(20M)","1-29426-22",37.58705,127.055287
"2.1GHz(20M)","1-29426-25",37.594033,127.053134
"2.1GHz(20M)","1-29426-27",37.587883,127.049843
"2.1GHz(20M)","1-29426-28",37.596833,127.053125
"800MHz","1-29426-4",37.59375,127.057756
"2.6GHz","1-29426-45",37.595817,127.053161
"800MHz","1-29426-5",37.594,127.053133
"800MHz","1-29426-7",37.587883,127.049843
"800MHz","1-29426-8",37.590833,127.050361
"800MHz","1-29427-1",37.583333,127.068789
"1.8GHz(20M)","1-29427-11",37.583333,127.068789
"1.8GHz(20M)","1-29427-12",37.591333,127.067386
"1.8GHz(20M)","1-29427-14",37.614,127.064047
"1.8GHz(20M)","1-29427-15",37.593667,127.065806
"1.8GHz(20M)","1-29427-17",37.589167,127.064861
"1.8GHz(20M)","1-29427-18",37.596833,127.06535
"800MHz","1-29427-2",37.591333,127.067386
"2.1GHz(20M)","1-29427-21",37.609167,127.068414
"2.1GHz(20M)","1-29427-22",37.591333,127.067386
"2.1GHz(20M)","1-29427-24",37.597333,127.064047
